,StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
862,4644.0,Megan Murphy,Female,82.0,30.0,65.0,1.0,Low,80.0,0.3,81.0,True
863,4153.0,Charles Vincent,Male,78.0,18.0,65.0,2.0,High,88.0,2.7,100.0,True
864,4871.0,Mrs. Cindy Sharp DVM,Male,70.0,17.0,82.0,1.0,Low,92.0,1.2,61.0,True
866,7188.0,Sarah Dixon,Male,85.0,17.0,60.0,2.0,Low,62.0,3.8,76.0,False
867,1324.0,Teresa Rodriguez,Female,70.0,20.0,82.0,3.0,Low,68.0,2.8,61.0,False
868,7233.0,Shannon Spencer,Female,88.0,17.0,82.0,0.0,Low,88.0,2.4,71.0,True
869,8688.0,Darlene Tapia,Male,78.0,25.0,78.0,1.0,Low,90.0,2.5,76.0,False
870,7113.0,Ryan Ball,Female,85.0,18.0,86.0,2.0,Medium,80.0,5.0,57.0,False
871,3660.0,Anita Berger,Male,70.0,18.0,88.0,2.0,Low,78.0,3.2,73.0,True
872,7313.0,Tom Bradley,Male,92.0,25.0,77.0,1.0,Medium,80.0,3.5,91.0,True
873,5281.0,Melinda Cummings,Female,78.0,18.0,90.0,3.0,Low,68.0,0.1,99.0,True
874,7297.0,Melissa Donaldson,Female,91.0,20.0,70.0,3.0,Medium,68.0,4.1,66.0,False
875,9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True
876,5407.0,Isaiah Moore,Male,70.0,18.0,78.0,0.0,Medium,80.0,0.5,99.0,False
877,9600.0,Jonathan Ramirez,Male,88.0,8.0,65.0,0.0,Medium,68.0,3.5,62.0,False
878,3981.0,Mrs. Melanie Mueller,Male,85.0,22.0,90.0,0.0,High,80.0,3.7,98.0,True
879,5249.0,Ms. Heather Dean,Female,85.0,22.0,85.0,0.0,High,85.0,0.4,57.0,False
880,2052.0,David Malone,Female,85.0,22.0,90.0,1.0,Medium,87.0,0.0,67.0,True
881,1685.0,Melissa Brown,Male,92.0,12.0,78.0,0.0,Low,72.0,4.9,98.0,False
882,8961.0,Jason Woods,Female,95.0,22.0,60.0,1.0,Medium,90.0,5.0,65.0,False
883,7528.0,Rachel Diaz,Female,91.0,15.0,88.0,1.0,High,80.0,2.3,94.0,False
884,3275.0,Michael Jones,Male,91.0,20.0,70.0,2.0,Low,92.0,1.8,89.0,False
885,9436.0,Taylor Mcgee,Female,92.0,15.0,88.0,1.0,Low,90.0,4.4,97.0,False
886,8279.0,Christopher Ray,Male,91.0,17.0,60.0,3.0,High,90.0,2.1,80.0,True
887,7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,1.0,Low,,0.2,81.0,True
888,,Jordan Thornton,Female,78.0,17.0,85.0,1.0,Low,72.0,1.2,63.0,True
889,2465.0,Dr. James Henry DDS,Male,70.0,15.0,65.0,1.0,Medium,85.0,1.1,66.0,False
890,3016.0,James Stevens,Male,82.0,17.0,85.0,1.0,High,88.0,3.8,88.0,True
891,6623.0,Kevin Marquez,Female,70.0,12.0,60.0,3.0,High,85.0,0.6,55.0,True
892,2460.0,Colleen Porter,Female,91.0,25.0,85.0,3.0,Medium,68.0,4.3,74.0,True
893,6092.0,Christian Odom,Male,91.0,12.0,90.0,0.0,Medium,90.0,3.9,93.0,True
894,9515.0,Calvin Macias,Male,90.0,8.0,78.0,2.0,Medium,90.0,0.7,68.0,True
895,9189.0,Kim Fischer,Female,78.0,22.0,82.0,0.0,Low,80.0,3.0,69.0,True
896,5480.0,Travis Schultz,Female,92.0,17.0,82.0,0.0,High,90.0,0.8,95.0,True
897,4687.0,Bonnie Morris,Male,78.0,17.0,60.0,2.0,Low,68.0,5.0,85.0,False
899,9978.0,Paul Poole,Female,90.0,10.0,88.0,3.0,High,85.0,2.3,60.0,True
900,8239.0,Richard Perez,Female,88.0,10.0,90.0,3.0,Low,92.0,3.7,50.0,False
901,2670.0,Bernard Whitaker,Male,70.0,8.0,65.0,1.0,High,90.0,4.9,61.0,True
902,2922.0,Melinda Miller,Female,91.0,8.0,65.0,0.0,High,80.0,0.6,75.0,False
903,5959.0,Christina Gonzales,Male,70.0,20.0,77.0,0.0,Medium,78.0,1.8,57.0,True
904,2353.0,Maria Gray,Male,85.0,12.0,90.0,1.0,Low,88.0,4.9,76.0,False
905,2549.0,Mary Bennett,Male,70.0,17.0,60.0,2.0,Low,68.0,0.5,54.0,True
906,7640.0,Dr. Erik Pineda,Male,70.0,12.0,70.0,2.0,Medium,87.0,2.6,87.0,True
907,4399.0,Sandra Burns,Male,78.0,22.0,65.0,1.0,Low,78.0,4.0,57.0,True
908,3110.0,Patricia Hunt,Male,78.0,20.0,70.0,2.0,High,87.0,4.9,76.0,False
909,6956.0,Erika Kennedy,Male,70.0,15.0,90.0,2.0,High,72.0,4.5,68.0,False
911,4884.0,Tanya Bowen,Male,92.0,10.0,82.0,3.0,Medium,88.0,2.8,87.0,False
912,5544.0,Rhonda Davenport,Male,91.0,8.0,85.0,2.0,Medium,85.0,1.9,60.0,False
913,8472.0,Cheryl Brown,Male,88.0,8.0,65.0,2.0,High,87.0,3.1,67.0,True
914,7097.0,Angela Bridges,Male,70.0,10.0,88.0,0.0,Medium,80.0,4.8,65.0,True
915,5425.0,Brandon Rasmussen,Male,82.0,20.0,70.0,0.0,High,90.0,3.2,73.0,False
916,5476.0,Ryan Beltran,Male,92.0,18.0,78.0,1.0,Medium,92.0,1.9,56.0,True
917,3879.0,Allison Novak,Female,91.0,17.0,85.0,2.0,Medium,88.0,4.3,85.0,False
918,,Matthew Winters,Male,78.0,30.0,60.0,0.0,Medium,72.0,2.8,75.0,False
919,3090.0,Kirsten Davis,Female,85.0,12.0,78.0,0.0,High,62.0,2.8,76.0,True
920,7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False
921,5519.0,Aimee Christensen,Female,88.0,25.0,82.0,2.0,Medium,62.0,3.9,55.0,True
922,2256.0,Jessica Howard,Male,90.0,10.0,86.0,1.0,High,85.0,2.8,81.0,True
923,7946.0,Lisa Zhang,Male,85.0,17.0,70.0,2.0,Low,87.0,2.0,89.0,True
924,1119.0,Jonathan Daniel,Female,88.0,30.0,90.0,2.0,Low,88.0,0.2,78.0,True
925,9577.0,Cheyenne Oliver,Male,78.0,18.0,88.0,0.0,Medium,90.0,4.8,77.0,False
926,7211.0,Brianna Henderson,Male,95.0,20.0,88.0,3.0,Low,87.0,1.5,80.0,False
927,5337.0,Mark Sanchez,Male,85.0,22.0,60.0,3.0,Medium,72.0,4.1,52.0,False
928,8999.0,Melissa Nguyen,Male,95.0,15.0,86.0,1.0,Medium,85.0,1.8,50.0,False
929,4050.0,Jeff Carney,Male,95.0,15.0,85.0,0.0,Medium,92.0,0.4,82.0,True
930,7729.0,Tammy Tanner,Male,88.0,15.0,65.0,2.0,Medium,78.0,2.0,69.0,False
931,8017.0,Donna Robinson,Male,88.0,18.0,85.0,1.0,Low,78.0,0.8,72.0,False
932,1095.0,Eric Wilson,Female,92.0,20.0,90.0,2.0,High,68.0,2.0,97.0,False
933,1517.0,Linda Armstrong,Male,92.0,17.0,82.0,2.0,Medium,78.0,2.8,93.0,True
934,6322.0,Russell Jones,Female,82.0,8.0,65.0,1.0,High,80.0,0.6,72.0,True
935,4874.0,Darlene Burton,Male,95.0,8.0,86.0,1.0,Medium,78.0,1.4,81.0,True
936,8027.0,Faith Johnson,Male,91.0,10.0,70.0,0.0,High,85.0,3.8,66.0,True
937,8031.0,Nathan Miller,Male,85.0,20.0,70.0,3.0,High,92.0,5.0,87.0,True
938,4758.0,Donna Fowler,Male,78.0,18.0,78.0,2.0,High,68.0,2.1,89.0,True
939,2489.0,Whitney Jefferson,Male,70.0,8.0,70.0,2.0,Low,92.0,1.1,77.0,False
940,2005.0,Shane Sanders,Female,85.0,18.0,85.0,2.0,Medium,85.0,4.7,95.0,False
941,5046.0,Felicia Cline,Female,85.0,10.0,78.0,1.0,High,90.0,1.1,80.0,False
942,2650.0,Jennifer Clark,Female,78.0,18.0,78.0,1.0,Medium,85.0,0.6,92.0,True
943,3134.0,Miss Carla Coleman MD,Female,95.0,30.0,86.0,2.0,Low,90.0,1.2,67.0,True
944,7292.0,William Nelson,Male,90.0,10.0,86.0,2.0,High,88.0,2.5,91.0,True
945,4160.0,Crystal Brown,Female,90.0,20.0,70.0,3.0,Medium,85.0,3.6,98.0,True
946,9741.0,Erica Miller,Male,85.0,10.0,90.0,0.0,Low,85.0,4.5,98.0,False
949,9723.0,Emily Martin,Male,78.0,17.0,70.0,1.0,Low,62.0,2.0,67.0,True
950,4015.0,Erica Miller,Male,78.0,22.0,90.0,3.0,Low,80.0,4.4,100.0,False
951,9254.0,Wesley May,Female,88.0,25.0,82.0,2.0,Low,87.0,0.9,52.0,True
952,5781.0,Christopher Atkinson,Male,78.0,18.0,65.0,2.0,High,92.0,4.9,63.0,True
953,1022.0,Blake Martinez,Female,91.0,30.0,88.0,2.0,Low,72.0,1.3,58.0,False
954,5831.0,Joy Henderson,Male,85.0,18.0,88.0,3.0,Low,85.0,0.9,51.0,True
955,7258.0,Mary Ramos,Female,91.0,12.0,90.0,1.0,High,90.0,1.3,87.0,False
956,3550.0,Colleen Sanchez,Female,92.0,8.0,88.0,0.0,Medium,87.0,2.5,79.0,True
957,3885.0,David Cruz,Male,91.0,17.0,65.0,1.0,High,85.0,0.8,61.0,False
958,4077.0,Ralph Becker,Male,78.0,20.0,60.0,3.0,Medium,62.0,0.5,83.0,True
959,1193.0,Denise Coleman,Male,70.0,8.0,78.0,2.0,High,80.0,0.7,99.0,True
961,3281.0,Samantha Mendoza,Female,91.0,18.0,65.0,2.0,Medium,78.0,0.8,53.0,False
962,9906.0,Sean Lyons,Male,88.0,15.0,85.0,2.0,Medium,,2.6,76.0,True
963,1019.0,Anthony Smith,Male,85.0,25.0,60.0,0.0,High,90.0,3.3,64.0,False
964,2841.0,Deborah Hernandez,Female,78.0,20.0,90.0,2.0,Medium,90.0,0.4,71.0,True
965,6906.0,Kristi Price,Male,85.0,22.0,65.0,0.0,Medium,72.0,1.7,61.0,False
966,3461.0,Alex Douglas,Female,91.0,18.0,88.0,2.0,Medium,78.0,3.3,66.0,True
967,1035.0,Ian Mcdonald,Male,78.0,30.0,65.0,0.0,Medium,78.0,4.1,57.0,False
968,5562.0,David Bauer,Male,90.0,30.0,65.0,0.0,Medium,90.0,1.6,77.0,False
969,7782.0,Steven Hill,Female,78.0,25.0,60.0,0.0,Low,78.0,2.5,81.0,True
970,7301.0,Linda Beasley,Male,91.0,8.0,70.0,3.0,Low,92.0,3.5,65.0,False
971,1046.0,Maria Edwards,Male,85.0,18.0,70.0,1.0,High,87.0,0.3,72.0,False
972,3283.0,Megan Hutchinson,Female,85.0,10.0,70.0,0.0,High,92.0,4.1,53.0,True
974,3591.0,Thomas Freeman,Male,78.0,30.0,65.0,2.0,High,87.0,0.1,76.0,True
975,,Nancy Gibson,Female,78.0,12.0,82.0,1.0,Medium,90.0,2.2,91.0,True
976,5698.0,Holly Leon,Male,78.0,15.0,78.0,3.0,High,72.0,2.5,76.0,False
977,8443.0,Travis Pierce,Female,91.0,12.0,82.0,3.0,Medium,68.0,1.4,55.0,False
978,,Nina Fowler,Male,70.0,22.0,78.0,3.0,Medium,68.0,4.1,85.0,True
979,8674.0,Kristen Galloway,Female,95.0,8.0,60.0,0.0,High,90.0,3.2,62.0,False
980,2776.0,Raven Taylor,Male,90.0,30.0,86.0,1.0,High,92.0,1.4,84.0,True
982,5410.0,Christina Johnson,Male,91.0,22.0,78.0,3.0,Medium,80.0,0.2,55.0,False
983,1138.0,Holly Spencer,Female,88.0,8.0,70.0,3.0,Medium,62.0,3.6,58.0,True
984,6428.0,Jessica Davies,Female,82.0,20.0,70.0,0.0,High,88.0,4.0,76.0,True
985,5753.0,Daniel Sullivan,Male,78.0,17.0,85.0,2.0,Low,92.0,4.4,93.0,True
986,3638.0,Richard Franklin,Female,85.0,10.0,88.0,2.0,Medium,88.0,4.3,77.0,True
987,7350.0,Samantha Klein,Male,92.0,22.0,86.0,2.0,High,88.0,3.1,81.0,True
989,2116.0,Kimberly Pena,Female,91.0,30.0,88.0,2.0,High,68.0,3.6,79.0,False
990,8753.0,Rebecca Burnett,Male,85.0,10.0,85.0,3.0,Medium,80.0,1.8,68.0,False
991,7701.0,Anna Martinez,Male,85.0,30.0,70.0,3.0,Medium,90.0,0.4,76.0,False
992,,James Garcia,Male,91.0,15.0,90.0,2.0,High,68.0,4.3,68.0,False
993,3592.0,Monica Johnson,Female,90.0,25.0,60.0,1.0,Low,87.0,1.7,79.0,False
994,2787.0,Shannon Porter,Male,78.0,20.0,60.0,0.0,High,62.0,1.6,70.0,False
995,,Kenneth Murray,Male,85.0,20.0,78.0,1.0,High,72.0,0.8,80.0,True
996,4497.0,Amy Stout,Female,91.0,18.0,86.0,0.0,High,90.0,3.9,80.0,True
998,7636.0,Joseph Sherman,Male,88.0,17.0,60.0,2.0,High,85.0,0.9,53.0,True
999,8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True
